Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,CurrentStage,FinalStatus,ResumeScore,TechnicalScore,CommunicationScore,ScreeningDate,Interview1Date,HRDate,DropStage,DropReason
45,Male,Master's,2,1,33.47714793,16,52,66,Moderate,0,Screening,Rejected,42,52,60,06-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
44,Male,Bachelor's (Type 2),15,4,16.13115915,70,18,64,Moderate,0,Interview 1,Rejected,58,18,60,07-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
34,Male,Bachelor's (Type 1),10,4,23.99908348,90,97,26,Moderate,0,Selected,Selected,98,97,60,07-05-2026,11-05-2026,13-05-2026,None,N/A
44,Female,Bachelor's (Type 2),11,5,14.96697426,46,88,47,Moderate,0,Selected,Selected,95,88,60,07-05-2026,10-05-2026,13-05-2026,None,N/A
41,Female,Bachelor's (Type 2),0,2,19.46955822,78,94,87,Moderate,0,Selected,Selected,66,94,60,07-05-2026,10-05-2026,13-05-2026,None,N/A
34,Female,Bachelor's (Type 1),10,3,8.976997834,12,40,61,Moderate,0,Interview 1,Rejected,58,40,60,05-05-2026,08-05-2026,11-05-2026,Interview 1,Weak Technical Skills
43,Female,Bachelor's (Type 2),14,3,45.27797218,10,80,43,Aggressive,1,Selected,Selected,98,80,70,07-05-2026,09-05-2026,10-05-2026,None,N/A
49,Female,Bachelor's (Type 2),12,3,1.500520528,89,46,18,Aggressive,1,Interview 1,Rejected,68,46,70,06-05-2026,10-05-2026,11-05-2026,Interview 1,Weak Technical Skills
30,Male,Bachelor's (Type 2),14,1,45.12045932,85,93,58,Moderate,0,Selected,Selected,100,93,60,06-05-2026,08-05-2026,09-05-2026,None,N/A
50,Female,Master's,4,4,29.58394392,91,53,7,Aggressive,1,Screening,Rejected,49,53,70,05-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
35,Female,Bachelor's (Type 2),13,2,17.58289221,23,54,54,Moderate,0,Interview 1,Rejected,77,54,60,05-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
48,Female,Bachelor's (Type 2),3,1,37.15285627,92,94,46,Moderate,0,Selected,Selected,75,94,60,06-05-2026,09-05-2026,10-05-2026,None,N/A
36,Female,Bachelor's (Type 2),8,4,26.38760759,72,18,1,Conservative,0,Screening,Rejected,37,18,50,06-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
45,Female,Bachelor's (Type 2),14,4,25.95543291,3,61,93,Moderate,0,Selected,Selected,85,61,60,07-05-2026,11-05-2026,12-05-2026,None,N/A
23,Male,Bachelor's (Type 2),8,2,6.507114146,45,98,93,Aggressive,1,Selected,Selected,93,98,70,06-05-2026,08-05-2026,10-05-2026,None,N/A
20,Male,Bachelor's (Type 2),14,2,20.4758013,17,92,38,Aggressive,1,Selected,Selected,100,92,70,05-05-2026,07-05-2026,08-05-2026,None,N/A
27,Male,Master's,13,2,13.05321729,42,58,44,Conservative,0,Interview 1,Rejected,80,58,50,05-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
36,Female,Bachelor's (Type 2),4,1,1.78479528,79,64,31,Aggressive,1,Selected,Selected,57,64,70,07-05-2026,10-05-2026,11-05-2026,None,N/A
22,Male,Bachelor's (Type 2),9,5,19.00498154,32,67,64,Moderate,0,Selected,Selected,74,67,60,05-05-2026,08-05-2026,11-05-2026,None,N/A
48,Male,Master's,3,2,5.491106471,92,27,37,Moderate,0,Screening,Rejected,28,27,60,07-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
39,Female,Bachelor's (Type 2),6,5,13.84150189,9,17,76,Moderate,0,Screening,Rejected,30,17,60,05-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
34,Female,Bachelor's (Type 2),14,1,5.625831059,72,25,10,Moderate,0,Interview 1,Rejected,60,25,60,07-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
34,Female,Bachelor's (Type 2),5,5,6.047081278,58,18,9,Moderate,0,Screening,Rejected,28,18,60,07-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
50,Male,Bachelor's (Type 1),3,3,10.95056472,30,54,58,Conservative,0,Screening,Rejected,47,54,50,06-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
43,Male,Master's,12,5,50.99246222,27,56,89,Aggressive,1,Interview 1,Rejected,75,56,70,05-05-2026,09-05-2026,12-05-2026,Interview 1,Weak Technical Skills
41,Female,Master's,12,2,1.109207143,59,5,54,Conservative,0,Screening,Rejected,40,5,50,07-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
33,Female,PhD,14,1,32.93363181,2,0,19,Moderate,0,Screening,Rejected,42,0,60,07-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
45,Male,Bachelor's (Type 2),9,2,8.062184901,54,7,80,Conservative,0,Screening,Rejected,32,7,50,05-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
47,Male,Bachelor's (Type 2),1,3,47.03140684,13,96,16,Aggressive,0,Selected,Selected,70,96,70,07-05-2026,10-05-2026,11-05-2026,None,N/A
42,Female,Bachelor's (Type 1),0,2,5.681644667,57,50,67,Aggressive,0,Screening,Rejected,35,50,70,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
33,Female,Bachelor's (Type 2),3,2,48.75315936,88,84,4,Conservative,0,Interview 2,Rejected,68,84,50,07-05-2026,09-05-2026,12-05-2026,Interview 2,Poor Communication
43,Male,Bachelor's (Type 2),3,2,31.54631937,14,87,59,Conservative,0,Interview 2,Rejected,70,87,50,05-05-2026,08-05-2026,11-05-2026,Interview 2,Poor Communication
21,Female,PhD,12,4,1.063403846,1,24,22,Moderate,0,Interview 1,Rejected,53,24,60,07-05-2026,11-05-2026,13-05-2026,Interview 1,Weak Technical Skills
32,Male,Bachelor's (Type 2),0,3,45.7003599,23,46,45,Moderate,0,Screening,Rejected,32,46,60,06-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
45,Male,Bachelor's (Type 2),5,2,27.08559007,77,54,51,Conservative,0,Interview 1,Rejected,53,54,50,06-05-2026,08-05-2026,11-05-2026,Interview 1,Weak Technical Skills
33,Male,Bachelor's (Type 2),3,2,14.13348677,63,63,9,Aggressive,0,Selected,Selected,53,63,70,07-05-2026,10-05-2026,12-05-2026,None,N/A
46,Male,Bachelor's (Type 2),0,2,39.36395888,70,82,45,Moderate,0,Selected,Selected,57,82,60,07-05-2026,09-05-2026,10-05-2026,None,N/A
43,Female,Bachelor's (Type 2),0,1,47.33327769,99,92,27,Conservative,0,Interview 2,Rejected,64,92,50,07-05-2026,11-05-2026,14-05-2026,Interview 2,Poor Communication
38,Female,Master's,14,4,25.18454116,23,9,96,Moderate,0,Screening,Rejected,48,9,60,06-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
26,Male,Bachelor's (Type 2),12,1,16.77767372,26,55,42,Moderate,0,Interview 1,Rejected,75,55,60,06-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
22,Male,Master's,0,4,40.4472562,36,11,25,Moderate,0,Screening,Rejected,8,11,60,05-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
34,Male,Bachelor's (Type 2),7,2,35.08927489,93,32,54,Moderate,0,Screening,Rejected,43,32,60,06-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
42,Male,Master's,9,3,45.43762419,90,70,47,Aggressive,1,Selected,Selected,76,70,70,07-05-2026,11-05-2026,14-05-2026,None,N/A
33,Male,Master's,7,5,35.62570064,38,16,28,Conservative,0,Screening,Rejected,32,16,50,05-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
30,Female,Bachelor's (Type 2),1,5,13.17641694,62,60,26,Moderate,0,Screening,Rejected,45,60,60,05-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
34,Female,Bachelor's (Type 2),10,2,47.58296249,78,9,17,Conservative,0,Screening,Rejected,36,9,50,06-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
47,Female,PhD,12,1,6.24178736,25,30,59,Conservative,0,Interview 1,Rejected,57,30,50,05-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
32,Female,Bachelor's (Type 2),6,3,14.39713751,64,59,73,Aggressive,1,Interview 1,Rejected,59,59,70,05-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
37,Male,PhD,13,4,27.00973039,3,69,68,Aggressive,1,Selected,Selected,87,69,70,05-05-2026,08-05-2026,10-05-2026,None,N/A
45,Male,Bachelor's (Type 1),7,2,29.2871013,28,16,73,Moderate,0,Screening,Rejected,32,16,60,05-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
25,Male,Bachelor's (Type 2),7,3,1.765529331,0,49,20,Moderate,0,Interview 1,Rejected,55,49,60,07-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
22,Male,Master's,10,3,40.02863629,49,36,23,Moderate,0,Interview 1,Rejected,55,36,60,06-05-2026,10-05-2026,11-05-2026,Interview 1,Weak Technical Skills
38,Male,PhD,9,4,19.08036592,85,81,2,Moderate,1,Selected,Selected,84,81,60,07-05-2026,09-05-2026,11-05-2026,None,N/A
34,Female,Bachelor's (Type 2),14,3,21.32092705,10,61,94,Moderate,0,Selected,Selected,85,61,60,05-05-2026,07-05-2026,08-05-2026,None,N/A
44,Male,Master's,10,1,41.46847722,73,89,61,Aggressive,1,Selected,Selected,92,89,70,07-05-2026,09-05-2026,10-05-2026,None,N/A
42,Female,Bachelor's (Type 2),12,1,19.96416959,58,79,100,Moderate,0,Selected,Selected,91,79,60,05-05-2026,08-05-2026,11-05-2026,None,N/A
24,Female,Bachelor's (Type 1),6,1,3.361243825,61,71,1,Moderate,0,Selected,Selected,68,71,60,06-05-2026,09-05-2026,10-05-2026,None,N/A
47,Female,Bachelor's (Type 2),4,3,9.821988524,80,87,65,Moderate,0,Selected,Selected,73,87,60,06-05-2026,10-05-2026,13-05-2026,None,N/A
29,Female,Bachelor's (Type 2),0,1,48.79515862,35,76,41,Aggressive,0,Selected,Selected,53,76,70,07-05-2026,09-05-2026,10-05-2026,None,N/A
26,Male,PhD,11,4,4.52026812,55,28,33,Moderate,0,Interview 1,Rejected,53,28,60,06-05-2026,10-05-2026,11-05-2026,Interview 1,Weak Technical Skills
44,Female,Bachelor's (Type 2),8,3,18.74656005,89,31,41,Aggressive,1,Screening,Rejected,46,31,70,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
36,Female,Bachelor's (Type 2),12,5,26.15895835,20,87,19,Moderate,0,Selected,Selected,97,87,60,05-05-2026,09-05-2026,12-05-2026,None,N/A
26,Female,Bachelor's (Type 1),15,3,25.66404137,12,79,96,Moderate,0,Selected,Selected,100,79,60,05-05-2026,09-05-2026,12-05-2026,None,N/A
41,Male,Bachelor's (Type 2),6,4,1.197997151,8,10,67,Aggressive,1,Screening,Rejected,25,10,70,07-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
45,Male,Bachelor's (Type 2),1,5,26.05813657,10,95,44,Moderate,0,Selected,Selected,70,95,60,06-05-2026,10-05-2026,13-05-2026,None,N/A
49,Male,Master's,5,3,20.1886229,74,5,74,Moderate,0,Screening,Rejected,19,5,60,07-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
31,Female,Bachelor's (Type 2),1,1,49.60396677,69,34,41,Aggressive,0,Screening,Rejected,27,34,70,07-05-2026,09-05-2026,11-05-2026,Screening,Low Resume Score
44,Female,PhD,14,2,8.9579542,0,32,46,Aggressive,1,Interview 1,Rejected,64,32,70,06-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
36,Male,PhD,0,2,18.70770984,69,17,4,Conservative,0,Screening,Rejected,12,17,50,07-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
32,Female,Bachelor's (Type 2),13,1,21.97407425,76,36,88,Moderate,0,Interview 1,Rejected,64,36,60,05-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
39,Male,PhD,6,2,20.53467686,85,12,48,Conservative,0,Screening,Rejected,26,12,50,07-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
44,Male,Master's,12,2,34.29154138,55,73,36,Moderate,0,Selected,Selected,87,73,60,05-05-2026,09-05-2026,11-05-2026,None,N/A
23,Female,Bachelor's (Type 2),15,1,11.77564288,30,100,33,Moderate,0,Selected,Selected,100,100,60,07-05-2026,09-05-2026,11-05-2026,None,N/A
29,Female,Bachelor's (Type 1),1,1,12.05357764,85,89,72,Moderate,0,Selected,Selected,65,89,60,07-05-2026,11-05-2026,14-05-2026,None,N/A
22,Female,Bachelor's (Type 2),12,3,37.46054743,36,80,69,Moderate,0,Selected,Selected,92,80,60,05-05-2026,07-05-2026,08-05-2026,None,N/A
28,Female,Bachelor's (Type 2),13,3,26.01452593,46,63,17,Aggressive,1,Selected,Selected,83,63,70,06-05-2026,08-05-2026,11-05-2026,None,N/A
32,Male,Master's,13,1,21.7577838,90,0,77,Moderate,1,Screening,Rejected,39,0,60,07-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
37,Male,Bachelor's (Type 2),1,4,9.460152584,77,62,18,Moderate,0,Screening,Rejected,46,62,60,07-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
34,Male,Master's,12,2,10.37636115,46,88,77,Aggressive,1,Selected,Selected,98,88,70,05-05-2026,09-05-2026,10-05-2026,None,N/A
23,Male,Bachelor's (Type 2),10,3,1.527581841,68,33,39,Aggressive,0,Interview 1,Rejected,53,33,70,05-05-2026,07-05-2026,09-05-2026,Interview 1,Weak Technical Skills
34,Male,Bachelor's (Type 1),4,2,5.571313443,57,9,16,Aggressive,0,Screening,Rejected,18,9,70,05-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
41,Female,PhD,13,5,28.84193473,35,83,59,Moderate,0,Selected,Selected,97,83,60,05-05-2026,07-05-2026,09-05-2026,None,N/A
21,Male,Bachelor's (Type 2),4,1,45.5936565,31,6,98,Moderate,0,Screening,Rejected,16,6,60,06-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
34,Male,Bachelor's (Type 2),15,4,15.35823826,97,55,92,Conservative,1,Interview 1,Rejected,84,55,50,05-05-2026,07-05-2026,08-05-2026,Interview 1,Weak Technical Skills
27,Male,Bachelor's (Type 2),6,5,17.38736129,63,79,41,Aggressive,1,Selected,Selected,73,79,70,06-05-2026,09-05-2026,12-05-2026,None,N/A
27,Female,Bachelor's (Type 1),0,5,6.780280531,70,36,80,Aggressive,0,Screening,Rejected,25,36,70,07-05-2026,11-05-2026,14-05-2026,Screening,Low Resume Score
36,Female,Bachelor's (Type 2),7,5,20.43154728,41,28,71,Moderate,0,Screening,Rejected,41,28,60,06-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
31,Female,Bachelor's (Type 2),2,1,2.861085228,47,11,64,Conservative,0,Screening,Rejected,14,11,50,05-05-2026,07-05-2026,09-05-2026,Screening,Low Resume Score
38,Female,Bachelor's (Type 2),3,3,46.88003481,73,16,52,Aggressive,0,Screening,Rejected,20,16,70,07-05-2026,11-05-2026,13-05-2026,Screening,Low Resume Score
29,Male,PhD,14,1,34.65556741,80,47,99,Moderate,1,Interview 1,Rejected,75,47,60,05-05-2026,09-05-2026,11-05-2026,Interview 1,Weak Technical Skills
28,Male,Bachelor's (Type 2),8,3,50.53744047,29,83,6,Moderate,0,Selected,Selected,82,83,60,06-05-2026,09-05-2026,12-05-2026,None,N/A
24,Female,Bachelor's (Type 2),3,5,45.14115813,20,25,4,Aggressive,0,Screening,Rejected,27,25,70,07-05-2026,11-05-2026,12-05-2026,Screening,Low Resume Score
25,Female,Bachelor's (Type 2),9,5,24.64952968,59,82,23,Moderate,0,Selected,Selected,84,82,60,05-05-2026,07-05-2026,10-05-2026,None,N/A
39,Male,PhD,11,4,26.98425156,12,11,27,Aggressive,1,Screening,Rejected,41,11,70,07-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
45,Male,Bachelor's (Type 1),14,3,10.52880233,0,20,61,Conservative,0,Interview 1,Rejected,56,20,50,05-05-2026,07-05-2026,10-05-2026,Interview 1,Weak Technical Skills
21,Female,Bachelor's (Type 2),4,5,24.10196714,64,41,16,Moderate,0,Screening,Rejected,41,41,60,07-05-2026,11-05-2026,12-05-2026,Screening,Low Resume Score
46,Female,Bachelor's (Type 1),6,2,46.15139367,32,60,100,Moderate,0,Selected,Selected,60,60,60,05-05-2026,07-05-2026,08-05-2026,None,N/A
43,Female,Bachelor's (Type 1),15,4,3.542671182,37,57,19,Moderate,0,Interview 1,Rejected,85,57,60,05-05-2026,07-05-2026,10-05-2026,Interview 1,Weak Technical Skills
46,Female,Master's,3,1,44.17784015,24,53,2,Moderate,0,Screening,Rejected,46,53,60,05-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
32,Male,Master's,13,4,18.04739008,25,33,36,Moderate,0,Interview 1,Rejected,62,33,60,05-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
25,Male,Bachelor's (Type 2),0,2,45.97563825,76,6,89,Aggressive,1,Screening,Rejected,4,6,70,05-05-2026,07-05-2026,10-05-2026,Screening,Low Resume Score
24,Male,Bachelor's (Type 2),8,3,48.04399532,58,34,14,Moderate,0,Screening,Rejected,48,34,60,05-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
44,Female,Bachelor's (Type 2),3,1,34.54324435,91,14,50,Aggressive,0,Screening,Rejected,19,14,70,05-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
20,Female,PhD,8,1,34.22118933,32,64,47,Moderate,0,Selected,Selected,69,64,60,05-05-2026,07-05-2026,10-05-2026,None,N/A
40,Male,PhD,5,3,23.63771689,100,89,7,Aggressive,1,Selected,Selected,77,89,70,06-05-2026,10-05-2026,12-05-2026,None,N/A
41,Male,Bachelor's (Type 2),14,4,42.77701123,40,98,12,Moderate,0,Selected,Selected,100,98,60,07-05-2026,10-05-2026,13-05-2026,None,N/A
40,Male,Master's,0,5,49.08063792,29,24,47,Aggressive,0,Screening,Rejected,17,24,70,05-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
25,Male,Master's,11,4,39.75409002,56,58,2,Conservative,0,Interview 1,Rejected,74,58,50,06-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
25,Female,Bachelor's (Type 2),2,2,32.09683669,48,78,64,Moderate,0,Selected,Selected,61,78,60,06-05-2026,08-05-2026,10-05-2026,None,N/A
42,Male,Bachelor's (Type 2),10,5,31.33964479,47,85,72,Moderate,0,Selected,Selected,90,85,60,06-05-2026,09-05-2026,12-05-2026,None,N/A
35,Male,Bachelor's (Type 2),1,4,43.47349508,71,5,30,Conservative,0,Screening,Rejected,7,5,50,07-05-2026,11-05-2026,14-05-2026,Screening,Low Resume Score
23,Male,Master's,15,3,28.06018829,48,51,25,Moderate,0,Interview 1,Rejected,81,51,60,07-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
49,Male,PhD,8,2,41.19299431,46,78,80,Conservative,1,Interview 2,Rejected,79,78,50,05-05-2026,09-05-2026,10-05-2026,Interview 2,Poor Communication
30,Male,Master's,15,2,26.44426276,55,87,55,Aggressive,1,Selected,Selected,100,87,70,05-05-2026,08-05-2026,10-05-2026,None,N/A
49,Male,Master's,14,2,4.122213749,64,20,33,Moderate,0,Interview 1,Rejected,56,20,60,06-05-2026,10-05-2026,13-05-2026,Interview 1,Weak Technical Skills
49,Male,Bachelor's (Type 2),11,5,20.19735045,11,70,8,Moderate,0,Selected,Selected,82,70,60,05-05-2026,07-05-2026,08-05-2026,None,N/A
49,Female,Master's,0,1,23.22204788,68,92,61,Conservative,0,Interview 2,Rejected,64,92,50,07-05-2026,10-05-2026,13-05-2026,Interview 2,Poor Communication
50,Female,Master's,12,5,8.080862249,87,95,12,Aggressive,1,Selected,Selected,100,95,70,06-05-2026,10-05-2026,12-05-2026,None,N/A
43,Female,Bachelor's (Type 2),13,4,6.124816459,5,31,68,Conservative,0,Interview 1,Rejected,61,31,50,06-05-2026,09-05-2026,12-05-2026,Interview 1,Weak Technical Skills
42,Female,Bachelor's (Type 2),8,1,27.77324748,88,52,40,Moderate,0,Interview 1,Rejected,60,52,60,07-05-2026,10-05-2026,13-05-2026,Interview 1,Weak Technical Skills
28,Male,Master's,8,4,5.257181828,64,58,76,Conservative,1,Interview 1,Rejected,65,58,50,07-05-2026,11-05-2026,14-05-2026,Interview 1,Weak Technical Skills
42,Female,Bachelor's (Type 1),7,1,16.14725839,24,68,0,Moderate,0,Selected,Selected,69,68,60,06-05-2026,10-05-2026,12-05-2026,None,N/A
22,Female,Master's,7,5,38.2298488,0,61,88,Aggressive,1,Selected,Selected,64,61,70,06-05-2026,09-05-2026,10-05-2026,None,N/A
38,Male,Bachelor's (Type 1),10,2,49.22160898,31,3,46,Conservative,0,Screening,Rejected,32,3,50,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
50,Male,Bachelor's (Type 2),13,3,36.89352903,2,85,3,Conservative,0,Interview 2,Rejected,99,85,50,05-05-2026,07-05-2026,10-05-2026,Interview 2,Poor Communication
27,Female,Master's,11,2,50.63127742,48,17,99,Moderate,0,Screening,Rejected,45,17,60,07-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
24,Female,Bachelor's (Type 2),0,5,35.91689856,18,98,62,Aggressive,1,Selected,Selected,69,98,70,05-05-2026,08-05-2026,11-05-2026,None,N/A
23,Male,Bachelor's (Type 2),10,1,15.68972353,59,80,51,Aggressive,1,Selected,Selected,86,80,70,06-05-2026,10-05-2026,13-05-2026,None,N/A
43,Female,Bachelor's (Type 2),7,2,34.60262703,28,55,9,Moderate,0,Interview 1,Rejected,60,55,60,05-05-2026,07-05-2026,08-05-2026,Interview 1,Weak Technical Skills
50,Male,Master's,9,5,36.10783826,49,23,27,Aggressive,1,Screening,Rejected,43,23,70,05-05-2026,09-05-2026,12-05-2026,Screening,Low Resume Score
25,Male,Bachelor's (Type 1),13,4,19.58634923,1,65,5,Moderate,0,Selected,Selected,85,65,60,06-05-2026,10-05-2026,12-05-2026,None,N/A
21,Male,PhD,2,3,1.88569253,72,12,26,Moderate,0,Screening,Rejected,14,12,60,06-05-2026,10-05-2026,12-05-2026,Screening,Low Resume Score
39,Male,Bachelor's (Type 1),10,2,36.15998924,55,61,11,Moderate,0,Selected,Selected,73,61,60,05-05-2026,09-05-2026,12-05-2026,None,N/A
47,Female,PhD,6,1,2.085004764,16,53,61,Aggressive,1,Interview 1,Rejected,55,53,70,06-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
30,Male,PhD,10,4,32.5594039,59,14,51,Moderate,0,Screening,Rejected,40,14,60,05-05-2026,07-05-2026,08-05-2026,Screening,Low Resume Score
23,Male,Bachelor's (Type 2),14,5,9.180824437,35,68,47,Moderate,0,Selected,Selected,90,68,60,07-05-2026,09-05-2026,12-05-2026,None,N/A
34,Female,Bachelor's (Type 2),0,3,29.28017639,60,2,66,Moderate,0,Screening,Rejected,1,2,60,05-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
25,Male,Bachelor's (Type 2),0,1,26.19565127,16,36,45,Moderate,0,Screening,Rejected,25,36,60,06-05-2026,08-05-2026,11-05-2026,Screening,Low Resume Score
41,Female,Bachelor's (Type 2),15,5,1.675682115,48,36,96,Moderate,0,Interview 1,Rejected,70,36,60,06-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
36,Female,Bachelor's (Type 1),9,5,19.14329085,75,100,73,Moderate,1,Selected,Selected,97,100,60,06-05-2026,08-05-2026,10-05-2026,None,N/A
49,Female,Bachelor's (Type 1),12,2,31.05455837,59,2,94,Conservative,0,Screening,Rejected,37,2,50,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
43,Male,Bachelor's (Type 1),4,2,43.43032759,19,62,14,Moderate,0,Selected,Selected,55,62,60,05-05-2026,08-05-2026,10-05-2026,None,N/A
25,Female,Bachelor's (Type 2),4,1,45.43210569,49,34,70,Conservative,0,Screening,Rejected,36,34,50,06-05-2026,08-05-2026,09-05-2026,Screening,Low Resume Score
38,Female,Bachelor's (Type 2),7,5,25.1924985,2,51,35,Moderate,0,Interview 1,Rejected,57,51,60,07-05-2026,09-05-2026,10-05-2026,Interview 1,Weak Technical Skills
49,Male,Bachelor's (Type 2),6,2,37.42112436,42,86,13,Moderate,0,Selected,Selected,78,86,60,07-05-2026,11-05-2026,12-05-2026,None,N/A
44,Female,PhD,7,3,16.82272883,56,27,77,Aggressive,1,Screening,Rejected,40,27,70,06-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
21,Female,Bachelor's (Type 2),5,3,18.10932029,49,93,2,Moderate,0,Selected,Selected,80,93,60,06-05-2026,09-05-2026,11-05-2026,None,N/A
34,Female,Bachelor's (Type 2),5,5,10.72317596,67,17,66,Moderate,0,Screening,Rejected,27,17,60,06-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
30,Female,Bachelor's (Type 2),1,2,29.0974055,80,35,85,Aggressive,1,Screening,Rejected,28,35,70,07-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
27,Female,Master's,5,1,16.72820755,49,32,18,Moderate,0,Screening,Rejected,37,32,60,06-05-2026,10-05-2026,13-05-2026,Screening,Low Resume Score
45,Male,PhD,4,1,5.218544822,36,63,98,Aggressive,1,Selected,Selected,56,63,70,05-05-2026,08-05-2026,09-05-2026,None,N/A
38,Female,Master's,12,1,35.25030433,45,25,75,Moderate,0,Interview 1,Rejected,54,25,60,05-05-2026,08-05-2026,09-05-2026,Interview 1,Weak Technical Skills
32,Female,PhD,15,3,36.38766038,41,47,53,Moderate,0,Interview 1,Rejected,78,47,60,07-05-2026,10-05-2026,12-05-2026,Interview 1,Weak Technical Skills
31,Male,Bachelor's (Type 1),2,2,18.99962094,14,39,68,Moderate,0,Screening,Rejected,33,39,60,06-05-2026,10-05-2026,11-05-2026,Screening,Low Resume Score
24,Male,Master's,5,2,4.836169973,32,16,9,Conservative,0,Screening,Rejected,26,16,50,05-05-2026,07-05-2026,08-05-2026,Screening,Low Resume Score
25,Male,Master's,7,3,22.31488587,79,39,32,Moderate,0,Screening,Rejected,48,39,60,05-05-2026,08-05-2026,10-05-2026,Screening,Low Resume Score
45,Female,Bachelor's (Type 2),8,1,23.1167729,10,6,12,Moderate,0,Screening,Rejected,28,6,60,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
41,Male,PhD,0,1,34.43354424,19,56,98,Moderate,0,Screening,Rejected,39,56,60,05-05-2026,07-05-2026,10-05-2026,Screening,Low Resume Score
23,Female,Bachelor's (Type 1),2,5,16.77081956,23,7,50,Conservative,0,Screening,Rejected,11,7,50,05-05-2026,07-05-2026,08-05-2026,Screening,Low Resume Score
38,Female,Bachelor's (Type 2),2,4,35.12996399,63,55,31,Moderate,0,Screening,Rejected,45,55,60,07-05-2026,11-05-2026,13-05-2026,Screening,Low Resume Score
39,Male,Bachelor's (Type 2),10,2,44.57442709,79,30,74,Moderate,0,Interview 1,Rejected,51,30,60,05-05-2026,07-05-2026,10-05-2026,Interview 1,Weak Technical Skills
20,Male,Bachelor's (Type 2),7,2,12.87430212,93,58,23,Aggressive,1,Interview 1,Rejected,62,58,70,05-05-2026,07-05-2026,08-05-2026,Interview 1,Weak Technical Skills
39,Female,Master's,0,2,49.94597781,97,57,34,Moderate,0,Screening,Rejected,40,57,60,06-05-2026,09-05-2026,10-05-2026,Screening,Low Resume Score
